CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetimestamp,DateTime
0.1,1022.0,7.0,857.0,244.0,770.0,133.0,1068.0,1088.0,15.8,33.8,0.6034,1106406000,2005-01-22 15:00:00
0.1,987.0,8.6,925.0,310.0,776.0,148.0,1016.0,1066.0,13.4,27.2,0.4157,1106416800,2005-01-22 18:00:00
0.4,1100.0,12.2,1057.0,391.0,687.0,167.0,1126.0,1241.0,12.2,28.7,0.4077,1106420400,2005-01-22 19:00:00
0.7,1064.0,12.6,1072.0,444.0,704.0,175.0,1103.0,1220.0,11.3,25.7,0.3422,1106424000,2005-01-22 20:00:00
2.7,1316.0,21.1,1327.0,794.0,549.0,224.0,1328.0,1613.0,9.7,31.9,0.3848,1106427600,2005-01-22 21:00:00
2.1,1262.0,16.9,1208.0,716.0,587.0,215.0,1219.0,1577.0,8.4,36.5,0.4035,1106431200,2005-01-22 22:00:00
1.3,1259.0,15.1,1152.0,565.0,610.0,196.0,1165.0,1569.0,8.2,36.8,0.4016,1106434800,2005-01-22 23:00:00
0.8,1166.0,10.1,981.0,451.0,697.0,195.0,993.0,1445.0,8.0,36.0,0.3872,1106438400,2005-01-23 00:00:00
0.1,1127.0,7.6,884.0,248.0,704.0,136.0,1173.0,983.0,4.0,80.4,0.663,1106532000,2005-01-24 02:00:00
0.3,791.0,0.6,459.0,43.0,1421.0,40.0,809.0,390.0,6.6,51.3,0.5026,1106542800,2005-01-24 05:00:00
0.5,836.0,1.2,520.0,86.0,1296.0,67.0,832.0,479.0,7.0,47.2,0.4745,1106546400,2005-01-24 06:00:00
0.6,907.0,2.9,644.0,152.0,1028.0,104.0,902.0,732.0,6.6,47.9,0.4686,1106550000,2005-01-24 07:00:00
1.8,1174.0,11.1,1018.0,341.0,688.0,169.0,1210.0,1149.0,7.2,49.8,0.5061,1106553600,2005-01-24 08:00:00
2.0,1094.0,9.7,967.0,355.0,682.0,203.0,1147.0,1136.0,6.9,52.8,0.5293,1106557200,2005-01-24 09:00:00
1.4,992.0,5.7,800.0,327.0,797.0,183.0,1007.0,934.0,8.7,46.7,0.5249,1106560800,2005-01-24 10:00:00
0.6,955.0,5.4,783.0,240.0,844.0,151.0,976.0,845.0,10.0,40.6,0.4971,1106564400,2005-01-24 11:00:00
0.5,959.0,5.1,771.0,217.0,852.0,138.0,975.0,808.0,11.8,35.4,0.4877,1106568000,2005-01-24 12:00:00
0.7,981.0,5.8,804.0,191.0,829.0,127.0,997.0,783.0,10.7,37.2,0.4788,1106571600,2005-01-24 13:00:00
1.1,1023.0,8.0,898.0,256.0,759.0,148.0,1034.0,899.0,10.7,33.1,0.4256,1106578800,2005-01-24 15:00:00
1.3,1009.0,7.1,860.0,287.0,787.0,172.0,993.0,922.0,10.6,34.2,0.4375,1106582400,2005-01-24 16:00:00
1.0,1007.0,7.6,884.0,278.0,780.0,163.0,1014.0,951.0,8.9,38.1,0.4341,1106586000,2005-01-24 17:00:00
1.5,1054.0,10.4,992.0,302.0,715.0,180.0,1092.0,1051.0,7.8,39.7,0.4206,1106589600,2005-01-24 18:00:00
1.5,1018.0,8.9,934.0,259.0,740.0,169.0,1014.0,967.0,7.3,42.2,0.4341,1106593200,2005-01-24 19:00:00
1.2,976.0,7.3,870.0,221.0,795.0,152.0,971.0,861.0,6.9,42.5,0.4257,1106596800,2005-01-24 20:00:00
0.3,872.0,3.6,689.0,142.0,970.0,107.0,866.0,631.0,6.6,43.2,0.4247,1106600400,2005-01-24 21:00:00
0.2,869.0,2.9,646.0,180.0,1068.0,115.0,876.0,476.0,4.3,45.9,0.3843,1106640000,2005-01-25 08:00:00
0.7,938.0,5.4,785.0,243.0,853.0,157.0,969.0,704.0,4.2,50.1,0.4168,1106643600,2005-01-25 09:00:00
0.5,951.0,5.1,769.0,236.0,856.0,147.0,1000.0,735.0,3.4,62.7,0.4943,1106647200,2005-01-25 10:00:00
0.4,892.0,3.8,702.0,297.0,935.0,188.0,924.0,735.0,5.0,51.4,0.4534,1106650800,2005-01-25 11:00:00
0.3,876.0,3.9,703.0,235.0,968.0,126.0,892.0,653.0,5.7,44.1,0.4063,1106654400,2005-01-25 12:00:00
0.3,872.0,3.6,686.0,186.0,972.0,114.0,880.0,603.0,5.2,44.5,0.3968,1106658000,2005-01-25 13:00:00
0.4,893.0,4.2,722.0,196.0,932.0,123.0,917.0,645.0,4.7,48.6,0.4194,1106661600,2005-01-25 14:00:00
0.2,879.0,3.6,687.0,167.0,980.0,107.0,914.0,564.0,4.5,51.0,0.4327,1106665200,2005-01-25 15:00:00
0.4,896.0,3.6,689.0,211.0,966.0,121.0,909.0,614.0,5.1,50.1,0.4432,1106668800,2005-01-25 16:00:00
0.4,909.0,3.9,706.0,194.0,928.0,118.0,923.0,658.0,5.0,50.4,0.443,1106672400,2005-01-25 17:00:00
0.7,958.0,4.9,758.0,206.0,858.0,134.0,985.0,719.0,4.3,56.4,0.4721,1106676000,2005-01-25 18:00:00
1.0,984.0,5.8,803.0,211.0,813.0,142.0,1012.0,772.0,4.3,56.7,0.476,1106679600,2005-01-25 19:00:00
1.1,991.0,6.1,814.0,197.0,790.0,133.0,1040.0,812.0,4.3,57.0,0.4771,1106683200,2005-01-25 20:00:00
0.3,881.0,2.8,638.0,139.0,990.0,106.0,910.0,583.0,3.5,60.3,0.4782,1106686800,2005-01-25 21:00:00
0.1,853.0,2.4,616.0,113.0,1071.0,87.0,870.0,491.0,4.1,52.5,0.4351,1106690400,2005-01-25 22:00:00
0.3,896.0,3.3,668.0,227.0,1043.0,136.0,887.0,519.0,3.3,50.2,0.3934,1106726400,2005-01-26 08:00:00
0.6,913.0,4.4,733.0,250.0,902.0,163.0,901.0,681.0,3.5,47.5,0.3778,1106730000,2005-01-26 09:00:00
0.3,871.0,2.8,638.0,219.0,1022.0,143.0,860.0,583.0,4.3,49.4,0.4136,1106733600,2005-01-26 10:00:00
0.1,872.0,3.2,662.0,211.0,1007.0,134.0,874.0,628.0,4.5,48.4,0.4131,1106737200,2005-01-26 11:00:00
0.1,858.0,2.7,634.0,189.0,1053.0,130.0,868.0,566.0,4.3,50.0,0.4199,1106740800,2005-01-26 12:00:00
0.2,876.0,3.5,683.0,180.0,993.0,122.0,894.0,572.0,4.3,49.7,0.4166,1106744400,2005-01-26 13:00:00
0.5,900.0,4.8,751.0,197.0,891.0,129.0,913.0,637.0,4.9,45.3,0.3955,1106748000,2005-01-26 14:00:00
0.3,864.0,3.4,678.0,198.0,987.0,132.0,866.0,579.0,5.6,42.4,0.3884,1106751600,2005-01-26 15:00:00
0.3,902.0,4.2,721.0,203.0,924.0,133.0,900.0,666.0,5.7,43.1,0.3984,1106755200,2005-01-26 16:00:00
0.3,916.0,4.2,720.0,188.0,912.0,126.0,922.0,707.0,4.8,49.7,0.4305,1106758800,2005-01-26 17:00:00
1.0,1004.0,8.5,918.0,294.0,752.0,177.0,1033.0,990.0,5.1,43.0,0.3821,1106762400,2005-01-26 18:00:00
1.4,1024.0,9.2,945.0,302.0,729.0,185.0,1073.0,1026.0,5.3,44.4,0.397,1106766000,2005-01-26 19:00:00
1.4,1011.0,7.6,884.0,261.0,763.0,169.0,1048.0,910.0,4.9,47.9,0.418,1106769600,2005-01-26 20:00:00
1.1,1006.0,6.2,822.0,232.0,794.0,151.0,1025.0,897.0,4.7,50.8,0.4398,1106773200,2005-01-26 21:00:00
0.4,913.0,2.9,645.0,154.0,966.0,114.0,922.0,651.0,4.6,54.8,0.4704,1106776800,2005-01-26 22:00:00
0.2,905.0,2.5,620.0,120.0,986.0,90.0,904.0,598.0,4.0,56.8,0.4688,1106780400,2005-01-26 23:00:00
0.2,872.0,2.6,628.0,117.0,1009.0,87.0,857.0,560.0,4.2,46.8,0.39,1106784000,2005-01-27 00:00:00
0.2,843.0,2.2,597.0,108.0,1059.0,83.0,808.0,527.0,4.5,42.0,0.3571,1106787600,2005-01-27 01:00:00
0.2,863.0,2.5,622.0,97.0,1025.0,74.0,826.0,574.0,4.1,42.1,0.3487,1106791200,2005-01-27 02:00:00
0.4,778.0,0.3,417.0,27.0,1531.0,26.0,745.0,312.0,4.1,45.9,0.3804,1106802000,2005-01-27 05:00:00
0.5,801.0,0.7,470.0,81.0,1313.0,61.0,762.0,382.0,4.3,42.5,0.3556,1106805600,2005-01-27 06:00:00
0.7,827.0,1.4,533.0,129.0,1198.0,91.0,775.0,488.0,4.6,38.1,0.3267,1106809200,2005-01-27 07:00:00
1.9,1038.0,6.6,837.0,336.0,822.0,184.0,972.0,915.0,4.6,39.4,0.3367,1106812800,2005-01-27 08:00:00
2.4,1040.0,8.4,917.0,335.0,739.0,204.0,1038.0,1021.0,4.8,41.9,0.3634,1106816400,2005-01-27 09:00:00
2.0,980.0,5.5,790.0,318.0,839.0,185.0,934.0,897.0,5.9,40.2,0.376,1106820000,2005-01-27 10:00:00
1.3,912.0,3.5,683.0,201.0,961.0,125.0,872.0,699.0,7.0,38.4,0.3861,1106823600,2005-01-27 11:00:00
1.0,887.0,3.0,649.0,166.0,1009.0,104.0,854.0,588.0,6.6,40.2,0.3944,1106827200,2005-01-27 12:00:00
1.2,922.0,4.1,716.0,192.0,930.0,115.0,893.0,643.0,6.6,41.2,0.4046,1106830800,2005-01-27 13:00:00
1.5,928.0,4.7,748.0,198.0,900.0,126.0,900.0,685.0,7.3,36.8,0.3779,1106834400,2005-01-27 14:00:00
1.3,921.0,4.5,736.0,198.0,921.0,125.0,881.0,673.0,7.3,35.0,0.3584,1106838000,2005-01-27 15:00:00
1.5,905.0,4.7,747.0,223.0,924.0,139.0,850.0,691.0,7.0,33.5,0.3367,1106841600,2005-01-27 16:00:00
1.5,906.0,5.1,769.0,224.0,913.0,142.0,865.0,726.0,6.5,32.4,0.3155,1106845200,2005-01-27 17:00:00
2.1,981.0,7.7,886.0,266.0,819.0,170.0,928.0,912.0,5.7,33.9,0.3131,1106848800,2005-01-27 18:00:00
2.6,1053.0,10.3,987.0,326.0,750.0,195.0,1025.0,1048.0,5.0,36.1,0.3178,1106852400,2005-01-27 19:00:00
3.0,1086.0,11.5,1032.0,343.0,717.0,202.0,1049.0,1136.0,4.7,38.3,0.3306,1106856000,2005-01-27 20:00:00
2.0,967.0,6.0,811.0,243.0,863.0,168.0,911.0,909.0,4.5,39.9,0.339,1106859600,2005-01-27 21:00:00
1.4,902.0,3.6,689.0,177.0,995.0,128.0,838.0,719.0,4.3,41.1,0.3451,1106863200,2005-01-27 22:00:00
1.3,916.0,4.3,725.0,155.0,953.0,115.0,855.0,746.0,4.0,43.1,0.3551,1106866800,2005-01-27 23:00:00
1.2,895.0,3.4,677.0,143.0,999.0,111.0,827.0,700.0,3.7,46.0,0.3701,1106870400,2005-01-28 00:00:00
1.1,866.0,2.4,613.0,124.0,1075.0,97.0,810.0,579.0,3.3,47.4,0.3716,1106874000,2005-01-28 01:00:00
0.9,861.0,2.0,585.0,94.0,1120.0,77.0,807.0,553.0,3.0,49.1,0.3774,1106877600,2005-01-28 02:00:00
0.6,849.0,1.2,522.0,56.0,1158.0,51.0,779.0,467.0,3.6,48.0,0.3835,1106884800,2005-01-28 04:00:00
0.5,818.0,0.9,486.0,58.0,1282.0,49.0,781.0,422.0,4.0,47.8,0.3919,1106888400,2005-01-28 05:00:00
0.6,864.0,1.6,554.0,105.0,1159.0,79.0,819.0,545.0,4.1,48.1,0.3975,1106892000,2005-01-28 06:00:00
0.7,856.0,1.7,559.0,122.0,1138.0,92.0,810.0,556.0,4.1,47.4,0.3926,1106895600,2005-01-28 07:00:00
1.6,1024.0,6.2,823.0,274.0,827.0,167.0,992.0,879.0,4.2,48.7,0.4073,1106899200,2005-01-28 08:00:00
2.2,1050.0,8.2,909.0,342.0,742.0,206.0,1055.0,993.0,4.1,49.8,0.4117,1106902800,2005-01-28 09:00:00
1.8,984.0,6.4,832.0,296.0,822.0,184.0,966.0,892.0,4.3,48.4,0.4043,1106906400,2005-01-28 10:00:00
1.5,990.0,5.9,808.0,279.0,838.0,176.0,975.0,901.0,4.6,49.7,0.4271,1106910000,2005-01-28 11:00:00
1.8,970.0,5.7,798.0,325.0,842.0,191.0,941.0,874.0,4.5,49.6,0.421,1106913600,2005-01-28 12:00:00
1.4,943.0,5.3,781.0,222.0,871.0,147.0,925.0,722.0,4.4,48.4,0.4087,1106917200,2005-01-28 13:00:00
2.1,994.0,7.3,871.0,279.0,793.0,174.0,997.0,836.0,4.7,47.2,0.4075,1106920800,2005-01-28 14:00:00
1.6,932.0,5.1,767.0,248.0,888.0,167.0,920.0,669.0,4.2,49.5,0.4118,1106924400,2005-01-28 15:00:00
1.3,891.0,3.9,706.0,193.0,949.0,138.0,860.0,600.0,3.4,50.7,0.3991,1106928000,2005-01-28 16:00:00
0.7,793.0,0.8,480.0,70.0,1306.0,60.0,745.0,376.0,1.9,49.7,0.3528,1106964000,2005-01-29 02:00:00
0.5,776.0,0.5,445.0,37.0,1460.0,34.0,737.0,330.0,1.4,53.8,0.3687,1106971200,2005-01-29 04:00:00
0.5,766.0,0.5,448.0,33.0,1494.0,31.0,734.0,321.0,1.0,54.7,0.3657,1106974800,2005-01-29 05:00:00
0.4,774.0,0.6,458.0,43.0,1473.0,37.0,735.0,334.0,1.4,52.3,0.3591,1106978400,2005-01-29 06:00:00
0.5,801.0,0.9,494.0,73.0,1324.0,58.0,754.0,395.0,1.6,51.0,0.3561,1106982000,2005-01-29 07:00:00
0.8,847.0,2.0,586.0,125.0,1163.0,92.0,814.0,473.0,1.4,53.1,0.3642,1106985600,2005-01-29 08:00:00
1.1,874.0,2.8,641.0,154.0,1022.0,110.0,857.0,553.0,1.7,54.1,0.3785,1106989200,2005-01-29 09:00:00
1.1,879.0,2.8,642.0,140.0,1027.0,101.0,836.0,545.0,2.5,51.0,0.3778,1106992800,2005-01-29 10:00:00
1.1,888.0,3.0,652.0,150.0,1025.0,96.0,833.0,547.0,2.9,48.7,0.3706,1106996400,2005-01-29 11:00:00
1.1,873.0,2.4,610.0,139.0,1051.0,102.0,819.0,527.0,3.6,45.8,0.3674,1107000000,2005-01-29 12:00:00
1.1,877.0,2.5,618.0,135.0,1027.0,96.0,830.0,505.0,3.1,48.1,0.3722,1107003600,2005-01-29 13:00:00
1.2,893.0,3.0,653.0,152.0,987.0,102.0,845.0,550.0,3.4,46.6,0.3668,1107007200,2005-01-29 14:00:00
1.0,866.0,2.2,602.0,121.0,1071.0,88.0,809.0,465.0,3.7,45.8,0.3697,1107010800,2005-01-29 15:00:00
1.2,873.0,2.6,629.0,122.0,1049.0,87.0,817.0,467.0,4.4,43.7,0.3688,1107014400,2005-01-29 16:00:00
1.3,911.0,3.4,676.0,167.0,998.0,115.0,855.0,555.0,4.0,44.9,0.3689,1107018000,2005-01-29 17:00:00
1.4,908.0,3.0,653.0,165.0,980.0,118.0,847.0,551.0,3.3,46.8,0.3671,1107021600,2005-01-29 18:00:00
1.3,907.0,3.1,657.0,190.0,981.0,134.0,844.0,569.0,3.1,48.1,0.3707,1107025200,2005-01-29 19:00:00
1.4,925.0,3.4,678.0,176.0,960.0,125.0,861.0,594.0,2.8,49.0,0.37,1107028800,2005-01-29 20:00:00
1.5,920.0,2.9,649.0,196.0,983.0,140.0,849.0,598.0,3.1,47.4,0.3661,1107032400,2005-01-29 21:00:00
1.0,865.0,1.7,561.0,103.0,1102.0,83.0,791.0,434.0,2.9,49.0,0.3725,1107036000,2005-01-29 22:00:00
1.0,867.0,1.6,553.0,91.0,1136.0,73.0,792.0,412.0,2.8,49.1,0.3726,1107039600,2005-01-29 23:00:00
1.1,900.0,2.3,604.0,119.0,1051.0,92.0,815.0,469.0,2.9,49.7,0.3782,1107043200,2005-01-30 00:00:00
1.3,901.0,2.2,599.0,147.0,1023.0,109.0,825.0,515.0,3.8,46.5,0.3762,1107046800,2005-01-30 01:00:00
1.0,863.0,1.7,560.0,101.0,1107.0,82.0,787.0,430.0,3.2,46.9,0.3658,1107050400,2005-01-30 02:00:00
0.6,806.0,0.6,459.0,55.0,1322.0,50.0,728.0,368.0,3.1,44.4,0.342,1107061200,2005-01-30 05:00:00
0.5,801.0,0.6,454.0,51.0,1374.0,44.0,727.0,348.0,3.0,43.4,0.3337,1107064800,2005-01-30 06:00:00
0.4,790.0,0.4,431.0,53.0,1439.0,49.0,722.0,354.0,2.8,43.8,0.3308,1107068400,2005-01-30 07:00:00
0.5,805.0,0.7,465.0,74.0,1358.0,62.0,736.0,382.0,2.7,43.2,0.3259,1107072000,2005-01-30 08:00:00
0.7,843.0,1.2,520.0,113.0,1202.0,85.0,762.0,450.0,3.3,42.3,0.3299,1107075600,2005-01-30 09:00:00
0.8,849.0,1.4,537.0,107.0,1148.0,82.0,757.0,460.0,4.6,39.0,0.333,1107079200,2005-01-30 10:00:00
0.8,872.0,2.0,583.0,101.0,1126.0,77.0,765.0,441.0,5.6,37.5,0.3426,1107082800,2005-01-30 11:00:00
1.0,890.0,2.0,585.0,129.0,1097.0,92.0,776.0,454.0,7.2,34.2,0.3488,1107086400,2005-01-30 12:00:00
0.9,874.0,1.6,552.0,126.0,1128.0,95.0,760.0,415.0,6.9,35.6,0.3561,1107090000,2005-01-30 13:00:00
0.9,863.0,1.6,553.0,132.0,1133.0,95.0,742.0,419.0,8.2,30.1,0.3281,1107093600,2005-01-30 14:00:00
0.9,840.0,1.8,566.0,101.0,1176.0,76.0,717.0,368.0,7.6,27.9,0.2927,1107097200,2005-01-30 15:00:00
1.0,845.0,1.8,569.0,128.0,1151.0,95.0,709.0,397.0,7.9,25.9,0.2774,1107100800,2005-01-30 16:00:00
1.0,888.0,2.6,625.0,170.0,1062.0,118.0,763.0,510.0,7.8,28.3,0.3017,1107104400,2005-01-30 17:00:00
1.1,845.0,2.0,582.0,174.0,1120.0,123.0,719.0,473.0,6.3,28.8,0.2772,1107108000,2005-01-30 18:00:00
1.2,880.0,2.8,641.0,215.0,1077.0,140.0,759.0,537.0,5.4,30.1,0.2726,1107111600,2005-01-30 19:00:00
1.6,917.0,3.9,708.0,248.0,972.0,163.0,787.0,670.0,5.0,31.1,0.273,1107115200,2005-01-30 20:00:00
1.7,927.0,4.1,715.0,247.0,965.0,164.0,797.0,711.0,4.6,33.8,0.2898,1107118800,2005-01-30 21:00:00
1.1,868.0,2.4,615.0,154.0,1095.0,120.0,752.0,551.0,4.3,36.6,0.3064,1107122400,2005-01-30 22:00:00
1.3,932.0,3.5,685.0,186.0,996.0,130.0,820.0,670.0,4.0,39.0,0.3203,1107126000,2005-01-30 23:00:00
1.7,971.0,4.6,741.0,231.0,901.0,145.0,864.0,771.0,2.9,42.8,0.3276,1107129600,2005-01-31 00:00:00
1.5,891.0,3.0,650.0,174.0,987.0,126.0,782.0,586.0,3.4,38.9,0.3076,1107133200,2005-01-31 01:00:00
0.8,806.0,1.0,495.0,68.0,1282.0,61.0,685.0,355.0,4.0,36.4,0.2982,1107136800,2005-01-31 02:00:00
0.4,791.0,0.4,435.0,39.0,1486.0,37.0,668.0,292.0,3.7,37.7,0.3024,1107144000,2005-01-31 04:00:00
0.4,787.0,0.3,415.0,39.0,1474.0,37.0,667.0,293.0,3.4,38.9,0.3075,1107147600,2005-01-31 05:00:00
0.4,814.0,0.6,449.0,54.0,1363.0,50.0,674.0,328.0,3.7,37.5,0.3012,1107151200,2005-01-31 06:00:00
0.7,844.0,1.4,538.0,158.0,1164.0,109.0,726.0,479.0,3.7,35.2,0.2833,1107154800,2005-01-31 07:00:00
1.8,1049.0,7.1,863.0,350.0,826.0,198.0,923.0,979.0,3.7,33.9,0.2732,1107158400,2005-01-31 08:00:00
2.5,1060.0,11.9,1048.0,414.0,707.0,181.0,983.0,1246.0,12.5,17.2,0.2477,1107176400,2005-01-31 13:00:00
2.7,1056.0,11.7,1040.0,398.0,711.0,194.0,976.0,1187.0,13.2,17.3,0.2606,1107180000,2005-01-31 14:00:00
2.9,1131.0,14.7,1139.0,451.0,643.0,214.0,1097.0,1363.0,13.5,18.7,0.2872,1107183600,2005-01-31 15:00:00
3.2,1162.0,15.7,1170.0,503.0,618.0,204.0,1131.0,1425.0,14.1,18.2,0.2908,1107187200,2005-01-31 16:00:00
4.1,1283.0,21.1,1328.0,640.0,552.0,228.0,1294.0,1722.0,13.0,20.3,0.303,1107190800,2005-01-31 17:00:00
3.7,1283.0,15.0,1149.0,586.0,587.0,235.0,1148.0,1799.0,6.3,39.4,0.3795,1107205200,2005-01-31 21:00:00
2.1,1109.0,7.1,863.0,360.0,737.0,208.0,960.0,1527.0,5.4,43.5,0.3922,1107208800,2005-01-31 22:00:00
1.4,1055.0,5.4,782.0,231.0,798.0,161.0,940.0,1377.0,5.1,45.6,0.4056,1107212400,2005-01-31 23:00:00
1.3,1038.0,4.8,756.0,200.0,813.0,146.0,921.0,1317.0,4.2,49.4,0.412,1107216000,2005-02-01 00:00:00
1.1,996.0,3.8,698.0,153.0,871.0,123.0,894.0,1228.0,4.1,50.1,0.415,1107219600,2005-02-01 01:00:00
1.0,995.0,3.5,680.0,135.0,879.0,109.0,904.0,1201.0,4.1,51.5,0.4263,1107223200,2005-02-01 02:00:00
0.8,1042.0,3.6,688.0,196.0,814.0,115.0,935.0,1204.0,2.5,64.8,0.4807,1107230400,2005-02-01 04:00:00
0.9,1042.0,3.8,701.0,208.0,795.0,114.0,945.0,1216.0,1.8,68.9,0.4878,1107234000,2005-02-01 05:00:00
1.1,1024.0,4.2,724.0,241.0,814.0,122.0,944.0,1198.0,2.0,64.9,0.4661,1107237600,2005-02-01 06:00:00
1.6,1147.0,7.7,886.0,417.0,702.0,149.0,1056.0,1381.0,2.2,65.3,0.473,1107241200,2005-02-01 07:00:00
3.7,1451.0,18.8,1264.0,683.0,497.0,181.0,1408.0,1965.0,9.5,47.2,0.5589,1107262800,2005-02-01 13:00:00
4.2,1432.0,18.8,1264.0,660.0,487.0,179.0,1476.0,1888.0,11.8,44.4,0.6118,1107266400,2005-02-01 14:00:00
3.3,1408.0,16.7,1202.0,492.0,506.0,151.0,1411.0,1774.0,12.7,45.5,0.6648,1107270000,2005-02-01 15:00:00
3.2,1377.0,14.4,1129.0,497.0,540.0,162.0,1392.0,1626.0,13.5,44.8,0.6898,1107273600,2005-02-01 16:00:00
3.6,1454.0,16.3,1190.0,562.0,508.0,165.0,1434.0,1761.0,12.3,48.9,0.6967,1107277200,2005-02-01 17:00:00
3.5,1268.0,14.4,1128.0,539.0,573.0,173.0,1255.0,1533.0,10.8,40.3,0.5201,1107280800,2005-02-01 18:00:00
4.1,1259.0,17.0,1211.0,502.0,559.0,188.0,1243.0,1531.0,9.4,36.7,0.4324,1107284400,2005-02-01 19:00:00
4.0,1261.0,14.8,1143.0,452.0,595.0,186.0,1208.0,1477.0,8.3,39.5,0.4318,1107288000,2005-02-01 20:00:00
3.3,1133.0,9.8,971.0,357.0,683.0,172.0,1059.0,1332.0,7.8,41.3,0.4389,1107291600,2005-02-01 21:00:00
3.0,1054.0,6.1,818.0,289.0,777.0,150.0,966.0,1210.0,7.3,43.8,0.4505,1107295200,2005-02-01 22:00:00
2.6,1055.0,5.4,783.0,221.0,805.0,137.0,969.0,1167.0,6.7,47.6,0.4688,1107298800,2005-02-01 23:00:00
2.6,1059.0,4.7,747.0,204.0,820.0,133.0,964.0,1133.0,6.6,51.2,0.5007,1107302400,2005-02-02 00:00:00
2.6,1063.0,5.1,769.0,183.0,807.0,122.0,993.0,1109.0,6.4,52.6,0.5074,1107306000,2005-02-02 01:00:00
2.9,1135.0,6.9,854.0,222.0,722.0,130.0,1065.0,1218.0,5.3,57.8,0.5177,1107309600,2005-02-02 02:00:00
2.5,1058.0,4.8,753.0,210.0,764.0,121.0,986.0,1149.0,3.3,66.8,0.5215,1107316800,2005-02-02 04:00:00
2.0,1040.0,3.6,688.0,185.0,846.0,115.0,920.0,1090.0,3.7,62.9,0.5059,1107320400,2005-02-02 05:00:00
2.2,1069.0,4.5,737.0,257.0,792.0,125.0,946.0,1114.0,2.6,67.5,0.5034,1107324000,2005-02-02 06:00:00
2.4,1042.0,5.2,771.0,297.0,795.0,136.0,941.0,1089.0,3.5,60.9,0.4857,1107327600,2005-02-02 07:00:00
4.0,1322.0,15.1,1151.0,573.0,566.0,174.0,1286.0,1446.0,2.7,63.4,0.4787,1107331200,2005-02-02 08:00:00
4.3,1337.0,14.8,1143.0,693.0,560.0,205.0,1236.0,1769.0,9.7,40.1,0.4832,1107342000,2005-02-02 11:00:00
4.0,1281.0,14.5,1132.0,714.0,577.0,204.0,1206.0,1696.0,12.7,30.0,0.4398,1107345600,2005-02-02 12:00:00
2.6,1037.0,10.1,981.0,388.0,721.0,139.0,1000.0,1086.0,13.7,20.7,0.3221,1107349200,2005-02-02 13:00:00
2.2,1028.0,10.1,983.0,337.0,728.0,133.0,979.0,1048.0,13.7,19.9,0.3114,1107352800,2005-02-02 14:00:00
1.9,984.0,8.3,913.0,326.0,762.0,127.0,930.0,990.0,14.1,18.1,0.2884,1107356400,2005-02-02 15:00:00
1.8,1010.0,9.0,940.0,329.0,759.0,124.0,960.0,1027.0,14.5,18.0,0.2956,1107360000,2005-02-02 16:00:00
3.1,1113.0,13.4,1096.0,465.0,645.0,158.0,1092.0,1359.0,13.2,20.4,0.3074,1107363600,2005-02-02 17:00:00
4.8,1253.0,19.5,1284.0,612.0,536.0,171.0,1285.0,1618.0,10.5,25.1,0.3194,1107367200,2005-02-02 18:00:00
5.8,1400.0,27.8,1499.0,759.0,461.0,193.0,1527.0,1869.0,8.9,31.4,0.3597,1107370800,2005-02-02 19:00:00
4.1,1281.0,15.6,1168.0,655.0,571.0,212.0,1195.0,1756.0,6.7,39.6,0.3906,1107378000,2005-02-02 21:00:00
1.8,1084.0,7.0,855.0,332.0,748.0,193.0,939.0,1446.0,5.8,42.0,0.3904,1107381600,2005-02-02 22:00:00
1.7,1097.0,7.8,892.0,287.0,719.0,167.0,979.0,1423.0,4.9,45.9,0.3999,1107385200,2005-02-02 23:00:00
1.7,1032.0,5.6,791.0,242.0,793.0,156.0,915.0,1278.0,4.5,47.9,0.4079,1107388800,2005-02-03 00:00:00
1.5,1046.0,6.0,812.0,242.0,782.0,153.0,940.0,1265.0,3.9,51.6,0.4226,1107392400,2005-02-03 01:00:00
1.1,975.0,3.9,707.0,192.0,860.0,128.0,902.0,1107.0,3.4,54.7,0.4323,1107396000,2005-02-03 02:00:00
0.3,932.0,2.9,645.0,142.0,916.0,105.0,882.0,1006.0,1.2,63.7,0.4327,1107406800,2005-02-03 05:00:00
0.4,937.0,2.8,640.0,194.0,923.0,130.0,870.0,1010.0,2.1,60.3,0.4368,1107410400,2005-02-03 06:00:00
0.6,996.0,4.2,724.0,216.0,861.0,134.0,938.0,1067.0,1.3,63.1,0.4322,1107414000,2005-02-03 07:00:00
2.2,1205.0,10.3,989.0,551.0,643.0,235.0,1084.0,1597.0,11.5,33.0,0.4476,1107432000,2005-02-03 12:00:00
2.7,1322.0,13.8,1110.0,565.0,568.0,241.0,1208.0,1776.0,12.2,34.3,0.4864,1107435600,2005-02-03 13:00:00
2.7,1301.0,12.7,1074.0,532.0,574.0,214.0,1255.0,1636.0,13.5,35.0,0.5396,1107439200,2005-02-03 14:00:00
2.1,1280.0,11.4,1030.0,459.0,597.0,174.0,1246.0,1480.0,14.9,34.9,0.5869,1107442800,2005-02-03 15:00:00
2.0,1256.0,10.2,986.0,407.0,612.0,157.0,1240.0,1413.0,15.7,34.5,0.6111,1107446400,2005-02-03 16:00:00
2.4,1358.0,14.3,1128.0,434.0,545.0,170.0,1344.0,1611.0,14.7,37.2,0.618,1107450000,2005-02-03 17:00:00
